Temperature (°C),Pressure (psi),Vibration (g),Oil Quality (%),Flight Hours,Ambient Temp (°C),Altitude (ft),Last Service Cycles,Failure Probability
617.88,268.92,0.266,88.3,911,16.3,13254,242,0.7031
672.75,307.33,0.506,59.7,4292,18.4,7884,17,0.9358
660.67,306.32,0.623,52.4,5000,12.2,6217,96,0.9621
611.41,267.75,0.211,94.9,119,11.2,14081,364,0.6251
655.65,278.68,0.605,52.7,5000,27.8,10408,83,0.9563
619.48,257.77,0.199,92.8,454,9.2,12121,182,0.6166
660.53,304.7,0.152,93.7,459,16.8,4371,229,0.6434
646.67,303.74,0.211,95.2,85,30.2,9563,333,0.6601
665.85,295.92,0.554,53.8,5000,16.5,4750,90,0.9534
660.73,320.6,0.498,70.0,2849,28.3,4085,271,0.9137
640.16,301.11,0.221,94.8,110,14.1,9746,272,0.6562
642.21,278.46,0.517,75.5,2008,9.5,9956,559,0.8943
653.0,315.79,0.298,92.2,256,4.1,6554,241,0.7234
620.95,272.17,0.454,71.3,2784,33.1,12296,105,0.8709
666.71,306.56,0.311,86.4,1052,8.6,6893,222,0.7738
642.52,300.94,0.023,98.8,106,27.5,7190,34,0.4942
660.88,290.63,0.612,62.9,3537,10.0,7892,281,0.9429
639.98,294.07,0.529,77.5,1699,33.2,7271,744,0.9011
611.18,259.77,0.505,69.0,2964,42.1,11832,226,0.8919
655.76,311.28,0.414,75.9,2245,3.1,4875,104,0.8601
661.2,311.43,0.224,87.5,1140,9.2,5737,156,0.7282
642.3,310.93,0.614,70.8,2399,27.7,4426,696,0.9366
589.9,256.79,0.218,95.4,30,25.1,13651,503,0.6215
629.98,298.76,0.364,86.9,830,27.8,7026,488,0.794
675.62,333.71,0.471,69.4,3009,14.3,5694,249,0.9161
665.49,320.15,0.432,71.1,2880,39.9,7138,151,0.8939
634.83,277.42,0.567,57.9,4368,21.2,10547,43,0.9382
598.68,262.4,0.624,74.2,1889,7.8,9991,1000,0.923
670.69,312.29,0.607,52.7,5000,17.5,6274,59,0.9612
667.19,317.58,0.316,82.2,1632,8.0,6801,87,0.8004
672.51,302.87,0.377,82.7,1388,35.9,3634,434,0.8354
643.43,296.98,0.234,92.2,439,13.4,8416,130,0.6697
626.54,276.9,0.486,69.1,3018,24.9,11847,263,0.8977
650.68,309.81,0.536,72.7,2356,15.3,6255,430,0.9122
635.8,285.44,0.296,85.4,1235,13.8,9907,244,0.7562
626.94,301.65,0.158,95.5,182,0.9,6254,202,0.607
656.41,321.1,0.207,94.0,269,26.0,4713,16,0.6506
654.08,279.58,0.226,93.8,243,33.0,10041,201,0.6526
596.16,240.53,0.257,88.2,942,10.8,15000,182,0.6654
625.46,279.95,0.338,90.8,346,4.5,9630,637,0.7572
635.21,288.37,0.574,60.8,3944,28.0,6758,178,0.9376
635.65,290.61,0.688,54.0,4592,3.5,6952,298,0.9643
609.76,243.5,0.713,58.4,3887,32.2,13728,446,0.954
618.3,291.82,0.362,79.6,1877,11.0,8921,189,0.813
629.99,302.45,0.26,82.0,1814,9.0,5702,91,0.763
649.11,306.53,0.731,54.2,4431,22.5,7813,673,0.9741
627.48,287.83,0.45,83.7,1043,9.6,8645,678,0.8468
622.08,286.1,0.311,92.9,129,12.9,9408,690,0.7372
606.4,256.71,0.221,86.6,1271,23.5,12536,96,0.6708
606.89,272.45,0.34,81.8,1614,-4.3,11828,114,0.7701
631.17,291.22,0.423,80.3,1595,36.4,8595,753,0.8652
632.8,308.29,0.149,94.6,346,20.4,7876,40,0.601
650.05,296.68,0.446,69.6,3060,7.1,9188,320,0.9011
636.53,292.87,0.318,75.1,2633,9.8,6175,104,0.8282
650.53,284.9,0.356,89.2,522,29.9,10940,383,0.7648
636.15,293.86,0.387,81.0,1602,26.0,7390,538,0.8417
660.93,281.5,0.481,68.4,3124,33.9,9473,157,0.9022
636.02,274.5,0.219,95.5,15,13.2,13140,49,0.6021
616.09,282.51,0.242,90.6,644,23.0,9658,395,0.6956
626.35,286.22,0.167,87.7,1277,24.3,8692,17,0.6573
682.19,318.59,0.519,63.4,3729,27.0,6448,5,0.9302
621.72,278.52,0.513,67.2,3209,31.3,7766,629,0.9231
696.71,322.5,0.394,89.8,327,12.8,4592,509,0.8165
639.91,273.25,0.321,84.8,1243,18.9,9600,262,0.7656
671.56,334.28,0.257,89.7,727,13.9,1597,328,0.7554
630.23,278.2,0.39,85.0,1026,19.5,10905,915,0.8365
631.17,258.06,0.257,83.9,1556,27.0,10195,19,0.7142
682.13,312.06,0.275,84.8,1384,3.5,8295,73,0.7692
663.22,311.21,0.207,93.7,305,31.1,6401,392,0.6908
644.08,302.14,0.147,95.2,260,8.6,7951,92,0.6005
657.49,321.9,0.168,94.7,279,16.9,2678,70,0.6329
615.45,262.63,0.473,64.6,3681,32.4,10471,175,0.9031
645.63,298.47,0.184,96.0,40,23.3,7509,386,0.6413
606.08,255.42,0.307,90.7,452,23.4,12546,71,0.6654
624.67,281.1,0.653,51.8,5000,8.2,9176,168,0.9611
643.59,304.06,0.202,95.0,137,9.6,8694,219,0.644
613.01,283.02,0.046,98.6,74,29.4,9203,57,0.4824
633.32,319.93,0.261,87.9,980,14.1,5073,194,0.7369
669.62,305.53,0.401,89.7,328,15.1,6647,603,0.8107
654.04,307.9,0.394,80.4,1668,29.6,8399,411,0.849
618.31,285.82,0.28,88.6,827,9.5,7092,210,0.7131
646.83,299.8,0.182,93.1,469,22.7,6270,40,0.6323
644.1,288.51,0.608,52.7,5000,20.4,7153,7,0.9553
667.3,314.86,0.023,93.7,834,20.0,8132,21,0.5705
580.03,213.75,0.426,77.1,2049,14.8,14956,416,0.8181
670.07,306.19,0.601,58.8,4145,14.2,7024,366,0.9555
635.35,314.56,0.745,50.0,5000,9.2,5968,411,0.9761
640.02,299.33,0.299,86.6,1056,24.8,7542,110,0.7441
593.28,253.4,0.67,51.4,5000,13.3,12505,28,0.9543
590.98,252.64,0.525,71.4,2579,29.7,12719,376,0.887
626.15,256.97,0.46,78.5,1751,17.8,13847,767,0.8705
645.94,293.35,0.466,74.1,2364,9.4,8183,181,0.8769
626.87,270.73,0.369,86.3,893,17.6,9925,434,0.7796
669.71,317.36,0.443,83.4,1105,15.9,4850,391,0.8508
642.95,305.4,0.5,77.6,1765,30.1,6940,577,0.8913
634.69,323.3,0.146,91.5,792,16.3,4655,9,0.6388
627.99,290.6,0.67,66.0,2929,17.2,9420,932,0.9543
591.42,280.05,0.383,88.3,578,34.1,8115,602,0.7767
640.09,285.32,0.529,67.0,3187,25.1,8679,627,0.9295
643.33,297.31,0.362,90.4,330,36.6,5461,1000,0.8126
614.02,281.38,0.138,93.8,490,32.6,10552,306,0.6072
642.47,330.27,0.394,72.5,2797,11.1,779,26,0.8721
627.99,290.53,0.314,89.4,611,29.9,7244,519,0.7556
650.9,291.05,0.482,68.0,3173,35.3,7680,43,0.8993
654.37,338.12,0.585,66.8,3064,35.3,1935,402,0.9411
638.68,280.38,0.172,92.4,595,29.9,9152,166,0.6317
635.51,284.91,0.136,96.2,152,29.7,7480,2,0.5573
631.02,286.24,0.205,93.4,364,17.0,9683,172,0.6377
603.08,254.28,0.481,70.7,2793,11.6,13999,478,0.8891
601.49,267.96,0.413,65.3,3755,16.5,8974,27,0.8807
616.96,271.29,0.16,90.0,966,3.4,10918,1,0.6147
617.79,268.03,0.196,93.6,359,33.4,12143,181,0.6136
638.06,288.85,0.109,96.7,157,17.2,9476,0,0.5428
643.5,307.9,0.474,87.1,486,32.9,5402,819,0.8546
668.52,348.01,0.767,50.0,5000,7.7,3079,523,0.9817
640.92,286.98,0.248,92.4,373,30.8,9123,298,0.6847
643.84,312.32,0.077,97.2,180,15.1,6799,5,0.5429
621.19,262.56,0.512,68.1,3079,7.2,11851,253,0.9009
647.86,313.03,0.325,80.1,1911,36.3,6575,334,0.8279
635.68,293.17,0.353,82.2,1531,31.1,7957,266,0.8044
669.0,330.86,0.431,83.0,1188,22.1,4523,881,0.8824
660.77,297.18,0.522,72.5,2420,20.3,6969,534,0.9135
653.62,315.32,0.356,76.0,2397,24.4,5171,136,0.8488
667.59,308.19,0.341,85.4,1105,21.9,5445,356,0.8028
625.32,294.63,0.223,91.8,534,12.1,7842,185,0.6662
615.58,307.97,0.64,61.3,3681,15.9,6179,791,0.9585
551.73,224.63,0.34,90.7,360,39.6,15000,289,0.6591
636.33,289.17,0.33,82.7,1527,46.7,10508,262,0.7921
589.88,255.43,0.462,74.2,2360,35.6,11254,208,0.8507
610.02,308.58,0.351,78.7,2037,24.8,7667,142,0.8172
641.4,298.3,0.317,80.1,1929,16.6,8317,48,0.7948
670.01,312.67,0.411,76.5,2172,12.0,6711,96,0.8601
586.26,238.17,0.569,59.3,4169,12.7,15000,121,0.9234
639.26,293.89,0.366,86.3,909,14.5,7673,50,0.7621
673.41,314.59,0.437,77.4,1975,41.5,6189,503,0.8853
633.7,294.53,0.339,76.4,2388,38.1,5738,1,0.8185
645.72,276.95,0.471,78.0,1785,27.5,9006,742,0.8842
586.06,246.85,0.552,56.1,4666,10.4,12263,41,0.9295
631.58,281.2,0.298,79.1,2127,28.9,11261,16,0.7815
642.79,307.6,0.483,82.6,1105,17.6,5731,1000,0.8882
652.39,319.0,0.837,57.0,3736,-1.5,5657,1000,0.9806
653.22,275.07,0.249,85.6,1345,22.9,11739,64,0.7207
601.93,261.56,0.192,85.5,1511,11.6,14304,43,0.6646
612.01,292.4,0.245,82.8,1746,11.9,7565,66,0.7368
636.03,256.28,0.311,88.3,780,17.5,11620,215,0.7175
666.55,327.06,0.381,74.3,2564,15.0,3602,116,0.8697
645.4,309.57,0.187,94.8,207,19.7,5469,123,0.6324
647.26,324.23,0.638,58.7,4063,19.2,4971,498,0.9615
633.34,287.06,0.544,69.4,2809,1.2,9237,663,0.9252
677.28,306.78,0.416,85.5,873,35.2,7463,1000,0.8677
619.18,300.7,0.298,90.4,513,10.2,8714,217,0.714
579.52,253.85,0.169,89.7,982,10.5,11657,85,0.6016
626.17,288.48,0.482,67.4,3270,16.7,6041,243,0.9057
605.4,278.47,0.261,94.3,64,18.9,8282,615,0.6854
652.76,311.8,0.332,84.5,1262,34.6,3986,9,0.7751
616.89,267.57,0.325,89.4,586,22.7,11491,727,0.7621
601.1,261.4,0.614,58.5,4158,25.7,11289,77,0.9364
596.03,292.78,0.269,87.1,1068,22.7,9086,112,0.7072
648.16,296.03,0.438,74.4,2394,22.3,8360,136,0.8681
675.19,304.06,0.439,85.0,886,23.1,6473,735,0.8586
657.47,326.72,0.208,90.2,800,0.7,3813,58,0.6954
650.17,294.68,0.247,89.5,789,17.5,8917,76,0.6962
616.2,272.5,0.484,74.4,2267,31.6,10269,394,0.8777
614.93,258.72,0.901,50.0,5000,50.0,14058,819,0.9836
643.7,284.42,0.109,94.5,467,8.0,6819,33,0.5694
631.83,284.53,0.385,77.8,2065,24.2,8811,222,0.8337
657.25,279.07,0.461,86.4,617,14.3,11343,738,0.8423
622.53,258.78,0.387,81.0,1594,40.5,11434,652,0.8312
606.73,295.57,0.532,78.4,1560,6.5,6133,890,0.899
651.42,293.49,0.422,83.1,1196,26.2,7163,697,0.8526
629.67,304.73,0.294,84.4,1381,5.9,6425,113,0.7595
656.08,311.47,0.617,57.8,4244,16.8,5294,70,0.9517
639.96,269.19,0.29,92.9,186,19.7,12415,695,0.727
636.49,305.65,0.587,63.3,3547,30.7,8188,373,0.9415
663.34,297.24,0.226,86.7,1241,9.2,7777,143,0.7266
650.64,297.86,0.22,89.9,812,26.6,8743,374,0.715
618.9,292.02,0.132,94.6,390,20.2,8161,110,0.5826
635.71,292.68,0.417,67.9,3373,22.7,7337,261,0.8959
673.93,321.23,0.324,80.9,1793,29.6,5715,80,0.8146
597.19,258.54,0.436,73.0,2607,7.2,12696,247,0.8563
624.07,293.39,0.258,89.5,757,28.1,6289,770,0.7581
634.34,321.97,0.363,85.7,998,14.3,5208,443,0.8105
642.42,304.31,0.648,52.6,4899,31.0,7758,320,0.9659
616.33,253.92,0.661,51.6,5000,23.3,14473,85,0.9565
650.77,312.13,0.327,74.5,2693,17.9,5535,20,0.8404
626.76,277.33,0.494,70.7,2768,14.1,10129,372,0.8979
634.67,293.61,0.4,75.3,2371,28.2,7261,257,0.8578
632.7,300.7,0.342,80.7,1770,32.6,8734,72,0.7985
625.87,267.99,0.482,77.6,1808,14.7,10767,819,0.8852
666.21,315.36,0.641,52.0,5000,8.7,2841,241,0.9676
652.06,321.2,0.428,71.9,2780,26.9,5311,254,0.8925
628.7,273.61,0.423,76.6,2130,5.5,10724,106,0.8378
636.61,299.4,0.297,91.1,419,6.9,8292,635,0.7548
621.95,290.12,0.818,50.0,5000,9.4,8636,666,0.9805
654.74,283.84,0.431,81.1,1469,15.8,10134,377,0.8427
648.8,305.73,0.539,54.1,5000,6.6,5331,31,0.9498
638.58,283.58,0.365,75.1,2500,0.6,11165,26,0.8324
618.57,265.02,0.105,97.3,82,8.6,10459,190,0.53
611.86,271.44,0.253,84.0,1549,26.4,8715,46,0.7146
626.11,277.75,0.559,57.4,4464,7.3,9404,121,0.9399
639.53,266.31,0.1,97.3,106,16.6,11495,56,0.5232
658.76,316.85,0.55,60.7,4031,39.5,6218,111,0.941
607.34,274.58,0.565,75.3,1901,19.5,9984,859,0.9093
606.39,253.06,0.219,95.0,91,23.4,13233,420,0.622
643.22,281.46,0.233,88.8,936,10.5,9922,45,0.6829
650.64,285.51,0.273,94.1,61,41.6,7333,332,0.6863
602.98,263.59,0.171,96.6,3,14.6,14955,9,0.5392
649.51,284.74,0.768,52.7,4535,17.7,8692,1000,0.9795
640.3,270.97,0.463,71.3,2761,33.2,12196,228,0.883
661.48,305.85,0.159,92.0,683,18.2,6735,211,0.6627
589.18,256.44,0.119,95.9,241,20.5,11203,82,0.518
620.89,305.8,0.132,96.6,112,17.2,6361,184,0.5817
666.58,283.0,0.644,52.1,4983,17.3,8970,224,0.9642
650.54,310.33,0.452,77.1,1965,23.7,6180,322,0.8736
605.13,266.11,0.171,94.1,350,25.5,13703,14,0.5688
642.5,309.16,0.347,77.0,2288,13.6,7337,126,0.835
663.93,322.64,0.626,52.3,5000,12.3,4676,147,0.9652
607.48,286.28,0.458,69.0,3103,13.9,8285,48,0.8811
631.54,277.57,0.24,86.9,1183,6.0,9611,82,0.6997
647.74,301.79,0.383,68.7,3366,4.1,7920,81,0.8827
650.5,304.2,0.39,73.0,2728,23.0,5560,499,0.8873
637.53,272.52,0.175,95.2,186,29.4,11112,349,0.6201
616.02,270.47,0.841,50.0,5000,28.7,11778,768,0.9812
660.75,315.25,0.539,58.9,4310,-3.8,3056,111,0.9439
629.33,309.72,0.489,77.7,1786,17.5,5369,640,0.8907
638.22,301.26,0.394,82.1,1419,9.0,7522,598,0.8442
651.14,301.13,0.22,92.0,517,21.4,6407,178,0.6779
628.15,297.29,0.49,64.9,3597,15.8,9578,298,0.9201
607.46,245.86,0.275,86.6,1131,25.9,13518,273,0.7066
633.76,315.61,0.329,81.2,1732,19.8,6857,110,0.8015
609.24,277.46,0.124,94.9,373,1.0,12730,91,0.5581
646.73,335.7,0.207,92.5,481,10.3,3595,56,0.6747
653.92,296.2,0.79,50.0,5000,20.1,9367,545,0.9795
630.31,300.46,0.315,84.1,1362,20.9,6216,229,0.777
619.2,270.85,0.521,65.8,3383,5.9,9432,124,0.9073
656.89,333.06,0.491,65.3,3541,4.6,2730,214,0.9277
677.37,314.2,0.627,52.3,5000,20.6,4144,25,0.9634
641.95,281.64,0.573,53.4,5000,6.0,9426,34,0.9504
644.69,298.63,0.313,85.2,1221,3.3,6110,427,0.7896
666.27,294.08,0.756,50.0,5000,15.5,7031,695,0.9797
611.22,263.9,0.282,88.0,910,15.1,13509,116,0.6934
615.92,284.79,0.285,81.1,1871,11.2,8413,158,0.7703
639.51,277.21,0.438,67.0,3449,13.0,10705,140,0.8944
625.43,303.13,0.672,52.1,4902,20.1,5722,196,0.9649
659.03,319.73,0.273,84.1,1484,12.8,3976,160,0.7771
627.62,273.71,0.295,86.5,1082,20.7,7758,146,0.7273
660.55,314.41,0.413,73.4,2608,16.2,3529,324,0.8863
675.38,314.64,0.223,87.0,1217,21.7,5904,95,0.7335
654.94,276.82,0.584,72.6,2228,28.8,8713,857,0.9283
632.02,296.0,0.393,69.2,3262,28.4,7666,111,0.8786
640.97,286.34,0.428,65.6,3679,32.9,9004,72,0.898
644.71,290.25,0.369,88.5,587,28.4,9801,1000,0.8246
658.74,304.98,0.372,80.6,1695,22.4,4413,78,0.8184
661.54,313.68,0.128,97.1,51,15.7,5174,231,0.6052
659.71,333.81,0.443,68.7,3197,16.1,1464,120,0.9067
649.9,318.7,0.108,96.0,267,11.2,6888,24,0.5809
619.79,298.65,0.784,55.4,4107,20.0,10210,917,0.9763
610.28,273.64,0.276,87.1,1044,27.0,12474,141,0.7064
625.04,298.25,0.23,92.8,366,12.7,8571,311,0.675
610.12,262.57,0.541,66.8,3177,19.6,12120,595,0.9217
649.05,284.53,0.196,92.9,447,13.2,9151,242,0.653
630.23,288.1,0.364,85.7,1003,22.1,8322,374,0.7882
672.1,310.11,0.448,79.3,1673,14.5,6166,461,0.8749
644.81,337.15,0.237,89.0,893,12.6,845,144,0.7279
601.24,257.38,0.327,90.7,395,13.2,11670,297,0.6974
635.86,289.84,0.26,87.5,1042,25.0,7840,69,0.7103
632.2,259.57,0.153,94.7,312,19.0,12165,17,0.5625
657.87,301.58,0.713,67.9,2540,15.7,5151,1000,0.9596
630.12,261.71,0.118,95.0,376,22.6,15000,29,0.5448
652.0,308.05,0.375,83.2,1317,15.9,7254,168,0.8086
657.49,313.81,0.259,83.3,1644,31.3,5923,21,0.7628
663.44,295.4,0.88,50.0,5000,10.3,7356,768,0.9855
633.68,289.98,0.065,97.5,163,18.1,8511,35,0.5156
645.31,305.91,0.771,50.0,5000,6.0,7790,463,0.9779
643.24,312.65,0.264,91.4,467,16.5,6454,377,0.7248
686.27,343.82,0.521,63.7,3677,3.2,2590,14,0.935
651.5,313.13,0.222,94.2,190,27.5,5587,383,0.6878
639.86,284.29,0.893,50.0,5000,27.7,11223,1000,0.9865
646.17,303.44,0.589,65.0,3297,27.8,5361,221,0.9336
667.27,312.16,0.023,98.6,130,20.3,2849,103,0.5255
646.27,311.88,0.304,90.5,482,11.2,4834,236,0.7347
629.54,288.61,0.363,81.6,1591,12.0,7734,39,0.7892
662.3,309.23,0.54,78.8,1483,35.3,5722,937,0.9139
661.42,304.56,0.39,78.2,1985,34.4,7160,136,0.8426
653.65,300.83,0.16,88.0,1245,21.2,5605,183,0.6912
635.06,284.01,0.297,75.4,2650,14.8,11029,154,0.8199
636.03,281.79,0.142,91.1,857,33.7,9473,8,0.6121
612.31,265.4,0.208,93.1,388,13.1,14654,10,0.599
666.27,297.4,0.08,97.9,69,22.3,6855,248,0.5665
652.46,313.22,0.247,89.5,785,33.5,7145,209,0.7225
615.32,256.52,0.504,82.1,1113,11.6,11551,1000,0.8727
641.12,285.99,0.353,77.8,2152,28.3,9173,92,0.8186
632.86,315.17,0.38,69.3,3285,25.2,5175,138,0.8833
611.08,265.12,0.493,86.3,549,19.6,9669,1000,0.8507
649.59,281.75,0.295,84.5,1359,10.1,9190,15,0.7442
682.27,341.79,0.383,88.6,532,12.8,2619,309,0.8105
677.93,305.89,0.494,55.0,5000,22.9,6046,32,0.9466
642.77,308.42,0.484,75.7,2086,5.8,8571,878,0.9103
611.92,255.07,0.254,79.0,2266,21.3,12339,102,0.7535
646.87,288.18,0.334,82.7,1515,25.4,10094,505,0.8152
642.93,306.37,0.383,87.7,662,29.9,6308,727,0.82
634.96,299.53,0.335,90.2,447,6.0,5875,563,0.7683
614.5,282.11,0.281,79.3,2138,33.2,10393,244,0.7879
679.58,346.41,0.839,50.0,5000,37.0,721,1000,0.9881
660.92,315.4,0.252,91.6,479,24.1,5577,339,0.724
644.21,267.64,0.389,80.3,1696,9.6,12228,463,0.8327
649.58,295.81,0.25,84.4,1507,16.7,8890,84,0.7432
641.31,322.56,0.367,78.2,2053,19.5,5724,163,0.8406
654.73,308.14,0.295,81.6,1772,22.7,4394,274,0.8042
607.25,268.32,0.176,92.0,637,20.2,10519,47,0.5998
614.08,284.61,0.659,70.3,2352,22.8,8233,1000,0.9438
652.54,288.98,0.139,92.7,637,19.1,7344,35,0.6102
621.29,272.73,0.381,77.5,2117,22.7,9122,396,0.8387
626.92,290.66,0.133,92.3,713,15.4,8494,18,0.5985
653.31,286.64,0.152,95.7,172,16.6,8264,32,0.5834
652.12,329.62,0.216,93.8,272,14.2,4027,293,0.6902
661.27,328.28,0.493,64.9,3593,39.2,4921,181,0.9275
656.47,278.46,0.079,96.6,259,34.6,10245,1,0.5309
652.53,292.07,0.273,88.9,802,25.6,9677,150,0.7191
641.64,286.14,0.138,92.5,678,33.3,9146,86,0.6114
677.84,317.38,0.34,92.4,119,28.0,6240,616,0.7823
637.42,293.49,0.434,78.5,1830,21.8,10296,369,0.8567
616.01,294.07,0.553,66.4,3207,4.9,6888,401,0.9254
622.84,273.71,0.898,50.0,5000,17.4,11905,904,0.985
635.34,313.09,0.719,50.5,5000,16.6,5760,371,0.9737
649.78,301.75,0.107,97.1,101,8.7,6424,53,0.559
658.95,284.44,0.395,87.9,595,5.1,7546,831,0.8247
626.72,277.4,0.251,87.5,1062,24.9,10542,36,0.6912
640.55,294.74,0.463,61.5,4159,23.2,7895,64,0.9198
641.18,288.2,0.244,88.8,893,8.3,8113,101,0.6959
652.08,294.96,0.324,81.6,1689,12.5,6825,58,0.7885
682.25,312.2,0.335,78.1,2155,31.6,8804,6,0.8286
643.68,288.57,0.279,89.5,708,11.2,7788,184,0.7144
693.5,317.7,0.378,80.2,1744,21.7,5647,349,0.8558
632.45,292.52,0.209,95.1,104,18.1,8382,164,0.6266
643.85,298.8,0.297,84.8,1309,25.1,8452,80,0.7562
573.95,220.71,0.326,86.8,951,11.4,15000,643,0.7333
673.15,323.42,0.16,90.6,879,20.9,6167,147,0.6863
681.13,304.63,0.319,89.9,535,21.7,5482,548,0.7827
621.15,278.94,0.495,66.2,3405,22.3,8837,59,0.901
674.27,331.23,0.561,58.7,4273,20.8,5021,122,0.9505
653.08,320.1,0.704,55.1,4381,23.4,4781,488,0.9706
656.98,324.89,0.237,88.2,1009,41.9,3689,9,0.719
648.38,298.82,0.339,89.0,600,45.6,5676,760,0.7992
649.92,303.45,0.166,95.2,207,13.6,5750,152,0.6196
646.37,329.5,0.678,70.7,2232,-3.2,4150,1000,0.9542
659.45,301.82,0.334,87.7,801,26.0,7249,363,0.7792
662.82,325.71,0.526,84.9,648,21.9,902,895,0.8904
656.16,294.18,0.229,88.9,929,30.6,9475,21,0.6913
671.49,301.73,0.357,81.5,1618,22.8,6330,384,0.8332
657.0,314.02,0.305,91.4,353,20.6,6771,625,0.7695
657.21,280.2,0.957,50.0,5000,31.3,9761,1000,0.9887
642.75,287.51,0.396,73.5,2638,32.7,9115,10,0.8509
654.48,316.87,0.148,96.4,96,6.1,6110,26,0.5967
617.47,281.2,0.267,89.5,733,11.8,9355,395,0.7158
595.98,255.74,0.171,95.9,103,18.9,12647,12,0.5375
649.53,302.73,0.165,93.0,521,21.0,4963,3,0.6237
629.15,279.92,0.201,91.2,675,17.7,10261,236,0.6595
638.63,313.82,0.413,73.9,2532,24.3,4661,226,0.8739
606.43,274.92,0.546,71.2,2537,30.0,11526,285,0.8964
638.93,306.54,0.11,97.1,93,37.2,5864,4,0.5529
657.83,314.42,0.352,80.5,1774,25.8,5750,210,0.8273
599.59,274.01,0.563,53.6,5000,11.5,11448,101,0.9454
613.32,272.68,0.401,78.1,1980,18.5,10165,423,0.8399
658.39,319.14,0.698,50.9,5000,19.2,5963,128,0.9706
605.69,284.43,0.152,90.2,958,25.1,8382,132,0.6281
643.13,292.63,0.293,85.5,1232,23.9,5870,319,0.7674
675.05,325.2,0.262,85.1,1368,40.5,3222,324,0.7884
614.24,273.18,0.611,52.6,5000,15.4,8568,18,0.9513
632.13,303.31,0.281,87.7,957,23.8,6931,295,0.7456
657.83,307.65,0.709,50.7,5000,43.5,5162,322,0.9731
623.94,276.97,0.341,82.2,1567,14.1,11914,183,0.7823
655.8,315.41,0.272,91.1,492,21.5,5264,528,0.7521
644.27,274.09,0.124,96.0,219,10.6,8432,3,0.5502
612.42,272.36,0.56,86.1,380,20.8,11240,1000,0.8698
653.15,322.23,0.118,97.1,80,12.2,7232,141,0.5924
654.63,320.03,0.522,73.0,2357,30.5,5797,272,0.9056
629.04,299.39,0.241,84.9,1455,21.5,8893,10,0.7225
624.77,302.33,0.405,73.1,2678,10.6,9367,370,0.8776
633.6,282.89,0.552,67.5,3049,28.4,10630,235,0.9157
607.19,250.2,0.935,50.0,5000,21.8,13614,968,0.9854
658.55,314.0,0.196,94.3,249,29.5,6628,165,0.6551
606.41,297.65,0.233,92.5,412,8.5,8588,384,0.6791
664.72,316.5,0.313,82.6,1589,23.7,4192,23,0.7904
640.75,273.98,0.211,93.8,277,27.7,9999,20,0.6136
653.16,291.6,0.34,91.8,195,15.8,8551,893,0.7883
614.15,281.92,0.298,78.6,2195,7.4,7464,88,0.7854
639.12,300.88,0.48,72.2,2580,19.6,6146,730,0.9133
634.64,303.89,0.482,64.3,3708,32.3,6955,28,0.913
598.72,275.32,0.794,50.0,4948,31.3,8709,305,0.9728
658.12,314.01,0.373,84.3,1169,15.7,5101,241,0.8106
644.95,284.31,0.762,50.0,5000,7.2,7079,1000,0.9815
648.18,280.09,0.11,97.3,77,15.7,8050,155,0.5551
655.17,305.65,0.596,59.4,4082,15.3,3381,15,0.944
675.49,322.62,0.251,89.5,776,24.5,4846,193,0.7369
665.69,301.64,0.697,50.9,5000,18.9,6020,521,0.9747
633.2,282.28,0.149,93.5,504,12.5,12705,16,0.5911
649.37,306.46,0.262,75.8,2702,31.0,5508,11,0.8111
624.88,293.45,0.428,83.6,1108,21.4,7833,517,0.8322
650.64,314.34,0.37,85.8,961,24.4,4878,521,0.819
651.95,297.53,0.21,94.9,123,2.8,5671,67,0.6298
665.06,326.67,0.38,75.2,2448,-4.2,3677,321,0.8764
646.09,280.59,0.095,95.4,386,5.6,10011,20,0.5505
652.87,321.86,0.322,84.8,1243,15.2,4023,435,0.8094
596.63,270.8,0.238,93.1,305,25.8,10721,109,0.6215
634.8,283.66,0.293,81.1,1855,-3.4,9404,79,0.7725
650.93,282.11,0.315,90.0,525,35.9,7774,340,0.7381
646.39,281.76,0.51,77.1,1805,21.7,10820,728,0.8961
623.91,243.21,0.647,51.9,5000,33.6,15000,13,0.9525
654.09,298.92,0.586,53.1,5000,11.1,9433,47,0.9557
646.95,321.79,0.163,93.6,447,25.0,4640,89,0.6391
603.02,261.52,0.388,90.8,209,20.9,12467,788,0.7701
612.42,291.51,0.309,93.2,87,28.2,8558,629,0.7272
621.58,255.72,0.642,62.4,3526,17.7,14333,713,0.9487
637.7,312.58,0.177,92.4,574,24.7,6482,143,0.6526
608.5,264.33,0.25,90.3,668,31.0,11846,79,0.6521
622.31,298.9,0.213,92.1,513,13.5,8000,64,0.6462
583.82,243.44,0.641,61.4,3666,22.4,15000,641,0.9432
653.89,317.04,0.717,50.5,5000,1.1,7155,79,0.971
609.52,246.14,0.418,71.8,2815,27.0,15000,227,0.8552
641.54,298.27,0.383,67.9,3470,39.5,9319,121,0.8855
629.67,284.14,0.343,79.5,1938,7.6,10541,207,0.8088
622.03,262.82,0.287,83.7,1505,19.1,13101,127,0.7375
673.33,321.7,0.452,73.0,2557,28.8,5637,104,0.8895
648.8,277.19,0.128,96.9,73,20.3,10907,167,0.5667
634.37,286.17,0.171,95.7,127,21.7,7122,121,0.5942
630.37,287.51,0.463,74.4,2325,16.1,8453,549,0.8888
